Sec,Min,Sec/cyc,L1 Power,L2 Power,L1+L2 Power,L1-N Amps,L2-N Amps,N Amps,L1-N Volts,L2-N Volts,L1-L2 Volts,L3 N Amps,L3 Power,L3-N Volts,Ambient Air,power cord strain relief,power cord at separation,power cord at individual conductor,power switch body top,internal wiring by tank,terminal block body,hi limit body,circuit breaker body 40A,circuit breaker body 4A,inlet valve windings,hot lead at heating element,element end seal,ambient near 24vdc power supply,body of bypass valve windings,body of brew valve windings,lock solonoid windings,ambient near electronic control,spin motor,solid state relay,ptc lead,ptc hi limit control,Handle
1940,32.33333333,795,2828.561698,2692.615497,5521.177195,26.294722,26.04296,0.001382,107.571463,103.391301,222.61744,0.003365,0,0,71.743584,85.310031,100.909597,104.238148,89.560113,125.356277,104.078158,151.903023,112.292697,102.943448,87.040133,175.248795,197.750544,93.793675,155.099227,183.042438,174.530064,148.682812,85.24318,107.764661,152.00353,202.438082,87.715519
1945,32.41666667,800,2908.133775,2772.656469,5680.790243,27.03028,26.816055,0.001898,107.587999,103.395392,222.591869,0.003513,0,0,71.789377,85.332688,101.195291,104.530361,89.485313,125.364694,104.188913,151.663877,112.159666,102.477326,87.448272,174.915301,197.093401,93.378056,155.064665,183.171453,175.019257,149.183449,85.303885,107.407711,152.094145,202.422148,87.580536
1950,32.5,805,2895.547662,2753.691544,5649.239206,26.930343,26.612516,0.002169,107.519896,103.473552,222.496662,0.003595,0,0,71.633136,85.563222,101.095492,104.528646,89.68393,125.449565,104.3356,152.128035,112.46559,102.935174,87.425788,174.63145,196.99847,93.801865,155.531025,183.592219,175.718856,149.49273,85.223702,107.434061,151.923204,202.310164,87.603823
1955,32.58333333,810,2904.784663,2799.914275,5704.698938,27.018544,27.027879,0.001562,107.510776,103.593562,222.504845,0.003693,0,0,71.765738,85.577569,101.284117,104.659531,89.626427,125.10146,104.241539,151.948729,112.543947,103.068688,87.537273,174.231195,196.277121,93.601315,155.597997,183.580526,174.961286,150.058874,85.238942,106.977735,151.965073,202.333084,87.84135
1960,32.66666667,815,2887.812602,2776.767005,5664.579607,26.882931,26.788919,0.001562,107.421791,103.653568,222.440834,0.003595,0,0,71.671184,85.500419,101.029783,104.723594,89.232393,124.838055,103.967291,151.854533,112.616152,102.690983,87.520468,173.645692,195.683876,93.371019,155.473909,183.362992,174.83589,150.238555,84.885822,107.007912,151.95175,202.605277,87.931516
1965,32.75,820,2919.996039,2758.28482,5678.280859,27.184104,26.610787,0.000726,107.415569,103.652886,222.384493,0.003529,0,0,71.822105,85.573141,101.318592,104.880866,89.516564,125.051203,104.175365,151.935504,112.632543,103.109485,87.341758,173.399293,195.212522,93.609443,155.723503,183.685034,175.130003,150.75405,85.304159,106.7693,151.81866,202.436854,87.90556
1970,32.83333333,825,2817.8727,2694.150486,5512.023185,26.228108,25.982238,0,107.437134,103.692008,222.455068,0.003644,0,0,71.755262,85.482912,101.061427,104.639873,89.330595,124.826367,104.118139,151.755539,112.851324,103.257494,87.480234,173.043653,194.847668,93.577374,155.755835,184.067313,175.315356,150.166772,85.480606,106.723927,151.750358,202.309925,87.853928
1975,32.91666667,830,2853.264776,2713.258828,5566.523604,26.547819,26.172951,0.001062,107.476427,103.666523,222.496577,0.00371,0,0,71.699833,85.49601,101.237624,104.921811,89.012927,124.606383,104.161685,151.798461,112.770762,102.927605,87.522981,172.814456,194.315016,93.615787,155.810297,184.366602,175.130398,151.402844,85.410967,106.593074,151.792131,202.383005,87.810897
1980,33,835,3024.113756,2865.844353,5889.958109,28.13552,27.701757,0.002964,107.483842,103.453522,222.416883,0.003775,0,0,72.064269,85.478993,101.364999,104.932271,89.115699,124.321598,104.206066,151.917659,112.835668,103.158596,87.899054,172.42095,193.765743,93.613057,156.004571,184.71949,175.427727,151.314807,85.294006,106.363466,151.592584,202.452071,87.831634
1985,33.08333333,840,2920.680051,2787.027773,5707.707824,27.154166,26.945652,0.001612,107.55919,103.431446,222.422338,0.00371,0,0,71.648152,85.70878,101.07838,104.896379,89.121771,124.005774,104.261903,151.712043,112.764124,102.961645,87.979497,172.08446,193.341499,93.682482,156.074438,184.779,175.562143,151.628876,85.485005,106.194559,151.807941,202.431699,88.113086
1990,33.16666667,845,2881.578295,2736.247131,5617.825426,26.787657,26.488614,0.002374,107.571123,103.298992,222.467171,0.003734,0,0,71.640811,85.76226,101.320669,105.228104,89.087389,124.106999,104.378893,152.036463,113.183058,103.106765,87.734148,171.718963,192.730478,93.92478,156.403865,184.846337,175.470058,151.775526,85.536573,105.969439,151.773629,202.383811,88.090964
1995,33.25,850,2883.597452,2733.522038,5617.11949,26.792607,26.416525,0.001062,107.62661,103.477729,222.6829,0.003767,0,0,71.774233,85.91957,101.625279,105.505098,89.029027,124.266342,104.508995,151.922374,113.227376,103.013368,87.943117,171.653563,192.596318,93.435572,156.488139,185.066456,175.953538,151.96431,85.447613,105.821183,151.416476,202.180843,87.87467
2000,33.33333333,855,2877.746034,2723.488513,5601.234547,26.737794,26.322923,0.001202,107.6284,103.464517,222.670626,0.004029,0,0,71.813411,85.77807,101.49028,105.491003,88.468217,123.965982,104.46178,151.901367,113.206685,103.116276,87.614567,171.215843,192.138652,93.405535,156.232348,185.052357,175.655572,152.902912,85.645585,105.54311,151.409969,202.372077,88.054214
2005,33.41666667,860,2836.58264,2879.187576,5715.770216,26.371187,27.850721,0.003931,107.563707,103.379283,222.609683,0.003693,0,0,71.734883,85.691848,101.351552,105.466442,88.283968,123.797428,104.423631,151.787703,113.308732,103.029335,87.599669,170.857143,191.75079,93.456154,156.481709,184.890116,176.253431,153.055502,85.836942,105.457745,151.423146,202.481888,88.296629
2010,33.5,865,2838.233553,2701.851565,5540.085118,26.370236,26.111475,0.000603,107.63019,103.473723,222.676678,0.00389,0,0,71.913191,85.920228,101.824355,105.917175,88.478369,124.024157,104.644032,151.755702,113.342165,103.251276,87.766586,170.841747,191.480118,93.738224,156.64354,185.172097,176.411557,153.466851,85.664605,105.201123,151.409091,202.301093,88.048803
2015,33.58333333,870,2879.858822,2734.453087,5614.311909,26.761685,26.436433,0.001013,107.611268,103.435026,222.652045,0.003882,0,0,71.959797,85.759973,101.451693,105.585644,88.334425,123.73503,104.63828,151.64021,113.409138,103.238726,87.911499,170.265851,191.005529,93.704144,156.439126,185.469035,177.033511,154.194461,85.955447,104.871087,151.27094,202.067475,88.026451
2020,33.66666667,875,2977.740864,2809.917145,5787.658009,27.677851,27.183596,0.002988,107.585698,103.368117,222.51763,0.003816,0,0,71.930316,85.920785,101.561652,105.780728,88.598716,123.636133,104.849118,151.525922,113.687439,103.407965,87.776489,170.124583,190.5341,93.890545,156.665196,185.767436,176.765259,154.414417,85.910763,104.514729,151.163633,202.196326,88.020067
2025,33.75,880,2930.455826,2787.735113,5718.190939,27.235147,26.95107,0.0013,107.598312,103.436901,222.560162,0.003824,0,0,71.983954,86.193862,101.499455,105.961745,88.629398,123.035824,104.771998,151.620615,113.727932,103.435344,87.95553,169.950048,190.111378,93.883104,156.887734,185.912631,177.221135,154.262196,86.146439,104.32914,151.295987,202.30904,88.005319
2030,33.83333333,885,2822.336967,2690.701609,5513.038576,26.239164,25.984263,0.000284,107.562002,103.551201,222.602438,0.003833,0,0,72.200705,86.212045,101.938988,106.057565,88.884617,123.59013,104.923756,151.735441,114.006479,103.17323,88.093944,169.893654,189.982917,93.81314,157.13554,186.311029,177.201967,154.795307,86.346835,104.22909,151.217116,202.054162,88.117132
2035,33.91666667,890,2962.89241,2791.45439,5754.3468,27.558153,26.946414,0.001259,107.514186,103.592795,222.51959,0.003874,0,0,71.991853,86.001689,101.81956,106.158456,89.353899,123.112457,104.555507,151.694628,113.736254,103.409821,87.963689,169.921014,189.167358,93.683328,157.024381,186.795378,177.221233,153.812267,86.311036,104.070321,151.192468,202.370965,88.116345
2040,34,895,2871.021209,2759.800865,5630.822074,26.721911,26.627055,0.000972,107.440713,103.646493,222.424298,0.003759,0,0,71.927759,85.947187,101.522768,105.915658,88.944122,123.141836,104.783264,151.560764,113.79633,103.231382,87.752844,169.587893,189.94072,93.746778,156.945198,186.542735,177.275252,153.519955,86.567475,103.850032,151.151468,202.096134,88.10537
2045,34.08333333,900,2836.090285,2706.099094,5542.189379,26.397987,26.100452,0.00053,107.435855,103.680161,222.390119,0.004029,0,0,72.007244,85.914604,101.650808,105.982951,89.131216,122.893648,104.921205,151.47387,114.002374,103.446229,87.938975,169.957598,191.701447,93.814997,157.101429,186.627467,177.207217,153.681696,86.896321,103.652504,151.116597,202.375711,88.414549
2050,34.16666667,905,2831.306228,2699.027557,5530.333785,26.339937,26.038969,0.000644,107.491002,103.653397,222.477655,0.003521,0,0,71.898735,86.112486,101.722779,106.119471,89.246007,123.092554,104.891264,151.612705,114.372857,103.48851,87.854812,170.196752,193.941776,94.063964,157.196096,186.817408,177.935228,152.801012,86.602549,103.547525,151.03993,202.128748,88.124945
2055,34.25,910,2934.31751,2787.531507,5721.849017,27.289541,26.940931,0.002062,107.525351,103.468268,222.401029,0.003677,0,0,71.93682,85.901116,101.457895,105.871809,88.98507,122.888521,104.598602,151.479898,114.038638,103.264885,87.772307,170.801566,196.015767,93.44958,157.262496,186.919349,178.23673,153.332348,86.521334,103.191106,150.9319,202.177733,88.17388
2060,34.33333333,915,2872.893238,2737.232461,5610.125699,26.69998,26.463281,0.001366,107.599079,103.435111,222.572606,0.003742,0,0,71.921235,86.200173,101.874528,106.17375,88.917025,123.121609,104.840373,151.412865,114.26055,103.160385,87.839103,171.144172,198.061677,93.608809,157.445594,187.299669,178.069756,154.576699,86.838491,103.234787,150.985572,202.239703,88.534293
2065,34.41666667,920,2863.189589,2746.211689,5609.401278,26.601304,26.536731,0.001308,107.633429,103.48719,222.637726,0.003964,0,0,71.903668,86.116116,102.002343,106.123815,88.898178,123.499663,104.672741,151.512502,114.313249,103.1682,87.903136,172.089696,199.935772,93.615902,157.177198,187.632662,178.607347,154.258255,86.968002,103.230527,151.078711,202.241632,88.476764
2070,34.5,925,2947.294594,2758.602858,5705.897452,27.385873,26.658092,0.001497,107.620985,103.480882,222.639345,0.003865,0,0,71.694935,85.872934,101.921108,106.132529,89.092947,123.579308,104.715761,151.409242,114.259151,102.836179,87.716953,172.529095,201.577458,93.697406,157.247334,187.755008,178.570403,155.177382,86.625416,103.045205,151.098084,202.161725,88.361031
2075,34.58333333,930,2815.079207,2679.951548,5495.030755,26.158609,25.893791,0.000956,107.615785,103.497844,222.660228,0.003816,0,0,72.038521,86.292317,102.013442,106.448912,89.415051,123.983454,104.919833,151.46118,114.42401,103.083021,88.245133,173.654684,203.507894,93.815626,157.633924,188.012876,179.267067,155.293328,86.517442,103.154935,150.974969,202.288184,88.436046
2080,34.66666667,935,2854.243974,2706.893716,5561.137689,26.52815,26.14543,0.000907,107.593028,103.532194,222.620423,0.003824,0,0,71.731021,86.108798,102.075541,106.314103,89.507651,124.107325,105.094132,151.474946,114.507749,103.247293,87.966946,174.542555,205.046749,94.090977,157.646852,188.010048,179.29485,155.04994,86.619284,102.886973,151.03504,202.085754,88.373594
2085,34.75,940,2838.653518,2700.352657,5539.006175,26.387742,26.076111,0.000997,107.574702,103.556571,222.587778,0.003644,0,0,71.897188,86.350777,102.052074,106.221087,89.587279,124.305749,105.146071,151.643537,114.444365,103.11242,88.104409,175.032628,206.316568,94.478797,157.803471,188.055587,179.466386,155.322714,86.870556,103.167612,151.082687,202.020114,88.54518
2090,34.83333333,945,2833.322718,2716.336703,5549.659421,26.347666,26.228886,0.001169,107.536006,103.562793,222.552747,0.003841,0,0,71.550053,86.221191,101.790774,106.263961,89.422882,124.288461,105.005657,151.339856,114.402039,103.052384,88.031969,175.723111,207.279144,93.635707,157.742649,187.934959,179.408987,155.42158,86.8659,102.944932,151.025575,201.98053,88.597788
2095,34.91666667,950,2931.55745,2763.847355,5695.404804,27.274683,26.684859,0.001366,107.482734,103.573618,222.431969,0.003906,0,0,71.645836,86.332855,102.164034,106.285164,89.485056,124.155068,105.330566,151.574095,114.682199,103.279761,88.125932,176.561097,208.705014,93.870347,157.927136,188.085249,179.513771,155.370466,86.697353,103.069082,150.79502,202.081356,88.353627
2100,35,955,2851.788729,2750.714142,5602.502871,26.54459,26.534846,0.00112,107.433895,103.664222,222.407507,0.004005,0,0,71.768872,86.008379,102.19087,106.336953,89.815227,124.607837,105.248128,151.509254,114.45663,103.216305,88.024812,177.306971,209.842807,93.850616,157.862705,187.988219,179.73903,154.526486,87.246187,103.129849,151.085518,202.147224,88.830382
2105,35.08333333,960,2849.289746,2708.456801,5557.746547,26.520446,26.120122,0.000956,107.437475,103.692349,222.434015,0.003956,0,0,71.875588,86.25992,102.262736,106.479326,89.515418,124.738828,105.460794,151.516364,114.651773,103.260931,88.114902,177.876164,210.643058,93.791175,157.730628,188.450328,179.880725,154.708761,87.059444,103.301134,150.939681,202.078097,88.656972
2110,35.16666667,965,2839.643569,2700.605019,5540.248588,26.419197,26.047976,0.00121,107.484098,103.678115,222.480042,0.003792,0,0,72.051041,86.426758,102.099922,106.618924,89.71651,125.06095,105.450762,151.693484,114.794462,103.448546,88.105485,178.707841,211.906821,94.351595,157.804093,188.548757,179.352959,154.605315,87.101551,103.38081,151.063644,201.987142,88.646626
2115,35.25,970,2805.745671,2678.029174,5483.774845,26.089339,25.846715,0.000685,107.543762,103.611973,222.541922,0.003792,0,0,71.921733,86.353743,102.362068,106.651406,90.00343,125.397316,105.718704,151.783635,114.986734,103.427638,88.144339,179.350105,212.85714,94.262294,158.2228,188.541668,179.566832,155.143536,87.276515,103.856755,150.977541,202.00132,88.603667
2120,35.33333333,975,2807.426434,2676.647353,5484.073787,26.093511,25.848731,0.000882,107.590982,103.550434,222.613178,0.003923,0,0,72.319272,86.736517,102.560122,106.918526,90.361914,125.957555,106.02074,152.005707,115.666356,103.641424,88.153466,180.098572,214.169869,94.503703,158.464175,188.601517,179.35475,155.578097,87.599611,103.858612,151.124326,202.092697,88.90273
2125,35.41666667,980,2836.862631,2691.237082,5528.099713,26.358459,26.00703,0.000841,107.626269,103.481138,222.31247,0.004062,0,0,72.022527,86.437796,102.229925,106.619369,89.753054,125.671923,105.802531,151.706048,115.248669,103.30843,88.073029,180.440617,214.569147,94.42183,158.427251,188.366082,179.696696,156.054945,87.734196,104.356602,151.153212,202.167232,88.880444
2130,35.5,985,2903.110522,2749.7126,5652.823121,26.974124,26.58488,0.001743,107.625758,103.431446,222.577209,0.003824,0,0,72.068865,86.636394,102.378628,106.718018,90.03887,125.973514,105.65395,152.172175,115.493375,103.279255,88.003934,181.138355,215.551334,94.598059,158.343944,188.009326,179.268801,156.29182,87.378956,104.333933,150.947897,201.847201,88.713666
2135,35.58333333,990,2882.324903,2726.203515,5608.528418,26.783116,26.360434,0.001431,107.617234,103.42028,222.608661,0.003849,0,0,72.020928,86.741869,102.73363,106.852556,89.907596,126.251345,105.955898,152.077064,115.717235,103.43028,88.046676,181.777513,216.327783,94.697338,158.573507,188.120751,179.027309,155.729804,87.27209,104.578504,151.352997,202.004256,88.772207
2140,35.66666667,995,2805.812767,2834.095596,5639.908363,26.088495,27.387151,0.002587,107.549814,103.482672,222.56306,0.003808,0,0,71.891381,86.609234,102.855132,106.873269,89.846807,126.173469,105.832482,151.967485,115.587649,103.378797,87.870351,182.263416,217.240719,94.181477,158.601416,187.844566,179.285993,154.884699,87.290126,104.735356,151.240788,201.933852,88.772757
2145,35.75,1000,2882.415555,2727.137468,5609.553023,26.809375,26.321718,0.000907,107.515209,103.607882,222.534847,0.003906,0,0,71.647121,86.761066,102.796837,107.071383,89.786433,126.481194,105.996185,152.261424,115.6133,103.386826,87.853732,182.752057,218.118716,94.516339,158.496329,187.640881,179.131062,154.826279,87.482261,105.091154,151.174562,202.034955,89.103364
2150,35.83333333,1005,2844.078976,2702.596059,5546.675035,26.465101,26.066301,0.000931,107.465261,103.68161,222.48294,0.004013,0,0,71.920087,86.648033,102.808117,107.071077,89.952358,126.715678,106.114922,152.261891,115.611421,103.44362,87.711983,183.498419,218.99467,94.855961,158.681417,187.323212,179.662083,154.471467,87.280578,105.229443,151.167728,201.892081,88.758353
2155,35.91666667,1010,2862.905814,2713.992186,5576.898,26.653207,26.181188,0.00112,107.413183,103.661921,222.422423,0.003988,0,0,71.89036,86.838548,102.874124,107.039737,89.898516,127.092921,106.125351,152.312393,115.943567,103.326697,88.004665,184.066682,219.66341,94.543936,158.856287,186.939435,179.685282,154.149017,87.223578,105.670413,151.219669,201.922769,88.779398
2160,36,1015,2825.153426,2696.769051,5521.922477,26.285698,26.012923,0.001612,107.478728,103.670359,222.449868,0.003874,0,0,72.027669,86.652459,102.801275,107.202256,89.951497,127.214205,106.359279,152.660269,115.926899,103.475912,87.795659,184.691777,220.48605,94.705114,158.695309,186.6496,179.578555,154.518288,87.490293,105.633737,151.22761,201.763575,89.082163
